Time,E1_D,E1_T,E2_D,E2_T,E3_D,E3_T,E4_D,E4_T,E5_D,E5_T,E6_D,E6_T,E7_D,E7_T,off_R1_D,off_R1_T,off_R2_D,off_R2_T,off_R3_D,off_R3_T,off_R4_D,off_R4_T,on_R1_D,on_R1_T,on_R2_D,on_R2_T,on_R3_D,on_R3_T,on_R4_D,on_R4_T,on_R5_D,on_R5_T,on_R6_D,on_R6_T
110,71.41813056531362,21.916666666666668,132.27024732828866,19.166666666666668,96.3552968605823,14.5,14.418316737848215,1.1666666666666667,73.1577502885326,17.75,26.900925440968848,2.1666666666666665,23.390494483535367,2.4166666666666665,19.17289714617139,1.75,26.525139791817804,1.9166666666666667,31.774187002433525,2.9166666666666665,23.086260671493946,1.9166666666666667,73.25913449865693,17.5,5.928139253150999,9.0,0.0,0.0,102.71520816918296,17.916666666666668,3.688065096640795,6.583333333333333,17.55660321761587,2.5833333333333335
120,67.17268422155071,22.166666666666668,164.89098652469036,24.0,102.69631938965036,19.25,14.418316737848215,1.1666666666666667,84.26266650871933,25.166666666666668,10.35300792278638,1.1666666666666667,23.390494483535367,2.4166666666666665,19.17289714617139,1.75,26.525139791817804,1.9166666666666667,31.774187002433525,2.9166666666666665,23.086260671493946,1.9166666666666667,58.56699995841692,15.0,1.3200414377029368,5.666666666666667,0.0,0.0,84.18878926861895,16.666666666666668,3.687309343891929,4.916666666666667,17.55660321761587,2.5833333333333335
130,59.89593670800974,20.916666666666668,186.3707861603705,26.416666666666668,148.01505784435946,24.333333333333332,26.995505344921373,2.5,100.0683517157609,28.916666666666668,31.80360975967179,3.75,16.13763735953472,1.6666666666666667,18.677406805352785,1.6666666666666667,36.34516038175456,3.0,31.774187002433525,2.9166666666666665,23.086260671493946,1.9166666666666667,39.591430963940546,11.833333333333334,1.299002960799798,2.3333333333333335,0.0,0.0,72.6604260355734,15.0,3.687309343891929,3.25,17.55660321761587,2.5833333333333335
140,99.9828539283908,22.916666666666668,177.02962326511138,24.583333333333332,172.75071500668113,27.416666666666668,38.887642468030506,3.4166666666666665,119.44487656845756,30.083333333333332,78.58486666499118,8.25,4.586400833317815,0.5,0.0,0.0,64.21243975576465,5.5,31.774187002433525,2.9166666666666665,23.086260671493946,1.9166666666666667,34.73736308943209,14.333333333333334,0.0,0.0,0.0,0.0,72.41729356761573,13.333333333333334,10.057171441373464,2.5833333333333335,15.85620799680295,2.0833333333333335
150,125.83635108030894,22.25,204.53830400520755,25.333333333333332,179.40782557915222,28.083333333333332,69.358481901558,5.916666666666667,107.04579014329978,27.083333333333332,81.75447639755323,8.583333333333334,34.01024099793396,3.8333333333333335,0.0,0.0,56.48352340264581,5.083333333333333,31.191453782107768,2.8333333333333335,23.086260671493946,1.9166666666666667,34.385600102467066,17.5,0.0,0.0,0.0,0.0,74.86720063419781,15.0,14.96229795378283,3.0,1.9925023971129707,0.4166666666666667
160,133.28875143494764,19.333333333333332,255.94310827709486,25.916666666666668,218.58609448932012,28.333333333333332,85.86164793903158,7.166666666666667,139.39649513587236,26.083333333333332,82.90564563462773,8.666666666666666,43.05585919215964,4.833333333333333,0.0,0.0,72.1438800927259,6.583333333333333,20.52128709730414,2.0833333333333335,9.164712221597691,0.6666666666666666,19.126865120910818,19.166666666666668,0.0,0.0,0.0,0.0,61.648909432203006,15.166666666666666,34.12291718199078,7.833333333333333,11.072829312352262,1.6666666666666667
170,151.62833885288765,19.166666666666668,265.0921166755215,22.916666666666668,277.44488025293623,29.333333333333332,115.84573288379148,9.5,148.2553165758887,21.583333333333332,104.58998765435176,10.333333333333334,43.05585919215964,4.833333333333333,13.398303595290427,1.8333333333333333,80.12529243847088,7.25,36.89228066776489,3.6666666666666665,0.0,0.0,16.34056591314599,18.833333333333332,0.0,0.0,0.0,0.0,28.022694434529267,14.916666666666666,35.194522102185545,12.833333333333334,17.238051448552337,3.5
180,165.72929846550826,23.833333333333332,219.63603553318873,17.166666666666668,280.4348236770213,25.25,143.72878252584556,11.5,191.44891252976223,18.333333333333332,109.27556492301989,10.583333333333334,55.17372125160646,6.083333333333333,38.29504019028065,3.6666666666666665,80.12529243847088,7.25,56.25592228165203,5.166666666666667,0.0,0.0,18.12816394313627,17.166666666666668,0.0,0.0,0.0,0.0,19.781350393001336,16.333333333333332,35.19650577506932,17.833333333333332,30.433443017534206,6.833333333333333
190,149.2078701559375,28.583333333333332,188.6956258162182,14.666666666666666,225.6671948297849,19.416666666666668,136.2435093941399,10.833333333333334,204.69735819123125,19.833333333333332,99.3466930370244,8.75,64.85291854619227,7.083333333333333,38.29504019028065,3.6666666666666665,70.30527184853412,6.166666666666667,56.874871859350215,5.25,0.0,0.0,18.216212202220134,13.916666666666666,0.0,0.0,0.0,0.0,24.378066089407316,17.083333333333332,39.709957928929484,22.75,33.14380508855302,10.166666666666666
200,119.77393017298458,32.583333333333336,167.24299116965284,14.0,171.92437356293476,13.75,119.19755751470132,11.0,191.80638019655387,24.0,57.908345800992436,5.916666666666667,60.266517712874474,6.583333333333333,38.29504019028065,3.6666666666666665,41.2485321864499,3.5833333333333335,86.93352721932513,8.083333333333334,12.847530602053155,2.0,18.216212202220134,10.583333333333334,0.0,0.0,0.0,0.0,42.805532551540445,17.333333333333332,45.63300976715315,23.916666666666668,34.130121843048705,11.5
210,106.65098439793537,35.916666666666664,135.7299611445857,14.75,131.14734954870409,9.75,88.72671808117384,10.166666666666666,182.42144499012173,29.75,54.73873606843038,7.25,30.84267754825832,3.25,38.29504019028065,3.6666666666666665,26.044642746139687,2.3333333333333335,137.1096855699449,12.416666666666666,47.163305903194235,4.666666666666667,18.216212202220134,7.25,0.0,0.0,0.0,0.0,39.105059580955924,15.083333333333334,37.040573910851855,21.916666666666668,34.130121843048705,11.5
220,116.42116381701071,37.666666666666664,173.23792860958852,20.0,93.5591309866126,7.333333333333333,72.33816394090256,10.5,148.65717761787212,34.0,53.874779256644366,9.0,21.797059354032644,2.25,38.29504019028065,3.6666666666666665,7.9814123457449755,0.6666666666666666,146.69267501538374,12.833333333333334,47.163305903194235,4.666666666666667,18.216212202220134,3.9166666666666665,0.0,0.0,0.0,0.0,29.735913006404058,12.083333333333334,27.923901466793197,18.416666666666668,23.057292530696447,9.833333333333334
230,104.45373173216753,34.833333333333336,225.85317540066373,24.5,103.43894180604009,8.916666666666666,43.544522177999845,8.25,149.837569516647,37.75,62.67300039244716,12.333333333333334,21.797059354032644,2.25,24.896736594990227,1.8333333333333333,0.0,0.0,116.4772436632165,10.083333333333334,47.163305903194235,4.666666666666667,16.20623473686545,2.25,0.0,0.0,0.0,0.0,46.83608254207859,10.416666666666666,33.07213357426849,15.083333333333334,16.892070394496372,8.0
240,98.33430231595742,30.75,260.35691492009045,27.166666666666668,164.1724886749981,14.75,29.771502669613568,7.25,109.69798443820224,34.75,111.00529502730365,16.75,31.732917026384058,3.5833333333333335,0.0,0.0,21.489522354931438,2.1666666666666665,97.11360204932936,8.583333333333334,47.163305903194235,4.666666666666667,12.972230303191944,2.25,0.0,0.0,0.0,0.0,52.41978686045951,8.75,33.08474898120834,11.75,3.696678825514501,4.666666666666667
